car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Mercedes Benz C class C300 AMG,2018,945 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5630158
Mazda CX5 2.0 AT,2019,655 Triệu,Lắp ráp trong nước,SUV,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-at-2019-5634918
Hyundai Avante 1.6 MT,2015,238 Triệu,Lắp ráp trong nước,Sedan,"86,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-hyundai-avante-1.6-mt-2015-5622636
Mazda 3 1.5L Luxury,2022,585 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5622179
Ford Territory Titanium X 1.5 AT,2023,888 Triệu,Lắp ráp trong nước,SUV,"12,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5639135
Toyota Camry 2.5Q,2021,1 Tỷ 80 Triệu,Nhập khẩu,Sedan,"30,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2021-5639131
Kia Forte SX 1.6 MT,2012,238 Triệu,Lắp ráp trong nước,Sedan,"85,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-kia-forte-sx-1.6-mt-2012-5593490
Kia K3 Premium 2.0 AT,2022,635 Triệu,Lắp ráp trong nước,Sedan,"18,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-k3-premium-2.0-at-2022-5639129
Lexus RX 350,2017,2 Tỷ 690 Triệu,Nhập khẩu,SUV,"53,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2017-5621333
Ford Territory Titanium X 1.5 AT,2023,892 Triệu,Lắp ráp trong nước,SUV,"2,200 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5634200
Ford Ranger XLS 2.2L 4x2 MT,2019,485 Triệu,Nhập khẩu,Bán tải / Pickup,"65,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2019-5619087
Ford Tourneo Titanium 2.0 AT,2020,785 Triệu,Lắp ráp trong nước,Van/Minivan,"22,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-ford-tourneo-titanium-2.0-at-2020-5614019
Ford Territory Titanium 1.5 AT,2022,845 Triệu,Lắp ráp trong nước,SUV,"12,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2022-5625255
Ford Ranger XLT 2.2L 4x4 MT,2018,525 Triệu,Nhập khẩu,Bán tải / Pickup,"110,900 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xlt-2.2l-4x4-mt-2018-5628285
Ford Everest Titanium 2.0L 4x4 AT,2022,1 Tỷ 95 Triệu,Nhập khẩu,SUV,"41,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2022-5632319
Mitsubishi Triton GLS 4x4 MT,2009,220 Triệu,Nhập khẩu,Bán tải / Pickup,"145,000 Km",Dầu  2.5 L,Số tay,https://bonbanh.com/xe-mitsubishi-triton-gls-4x4-mt-2009-5639098
Kia Soluto 1.4 MT Deluxe,2020,315 Triệu,Lắp ráp trong nước,Sedan,"28,000 Km",Xăng  1.4 L,Số tay,https://bonbanh.com/xe-kia-soluto-1.4-mt-deluxe-2020-5639097
Nissan Teana 2.0 AT,2009,260 Triệu,Nhập khẩu,Sedan,"150,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-nissan-teana-2.0-at-2009-5576778
Hyundai Universe Mobihome,2013,799 Triệu,Lắp ráp trong nước,Van/Minivan,"450,000 Km",Dầu,Số tay,https://bonbanh.com/xe-hyundai-universe-mobihome-2013-5619113
Ford Transit SVP,2017,485 Triệu,Lắp ráp trong nước,Van/Minivan,"140,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-ford-transit-svp-2017-5579222
Hyundai Accent 1.4 MT Tiêu Chuẩn,2021,360 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  1.4 L,Số tay,https://bonbanh.com/xe-hyundai-accent-1.4-mt-tieu-chuan-2021-5635164
Hyundai Tucson 2.0 ATH,2016,565 Triệu,Nhập khẩu,Crossover,"85,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2016-5639082
Kia Morning SLX 1.0 AT,2009,180 Triệu,Nhập khẩu,Hatchback,"68,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2009-5548822
Ford Fiesta S 1.0 AT Ecoboost,2014,270 Triệu,Lắp ráp trong nước,Hatchback,"92,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-ford-fiesta-s-1.0-at-ecoboost-2014-5638516
Ford Ranger Wildtrak 3.2L 4x4 AT,2017,570 Triệu,Nhập khẩu,Bán tải / Pickup,"105,000 Km",Dầu  3.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-5632325
Ford Ranger Wildtrak 2.0L 4x4 AT,2023,890 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"25,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-5620559
Toyota Innova 2.0E,2015,338 Triệu,Lắp ráp trong nước,Crossover,"130,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2015-5632322
Hyundai Kona Đặc biệt 2.0 AT,2022,598 Triệu,Lắp ráp trong nước,Crossover,"15,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-kona-dac-biet-2.0-at-2022-5634508
Porsche Cayenne 3.6 V6,2012,1 Tỷ 250 Triệu,Nhập khẩu,SUV,0 Km,Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2012-5621878
Audi Q5 2.0 AT,2016,850 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-q5-2.0-at-2016-5594887
Kia K3 Luxury 1.6 AT,2022,548 Triệu,Lắp ráp trong nước,Sedan,"45,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-k3-luxury-1.6-at-2022-5621967
Mercedes Benz GLC 300 4Matic,2019,1 Tỷ 370 Triệu,Lắp ráp trong nước,SUV,"46,661 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2019-5630643
Lexus NX 300,2019,1 Tỷ 950 Triệu,Nhập khẩu,SUV,"56,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-nx-300-2019-5639085
Mercedes Benz C class C300 AMG,2022,1 Tỷ 799 Triệu,Nhập khẩu,Sedan,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5485848
Kia Morning AT,2020,290 Triệu,Lắp ráp trong nước,Hatchback,"45,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-at-2020-5639073
Kia Carens SX 2.0 AT,2010,250 Triệu,Lắp ráp trong nước,Crossover,"122,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-carens-sx-2.0-at-2010-5639069
Mitsubishi Triton 4x2 AT Mivec,2019,525 Triệu,Nhập khẩu,Bán tải / Pickup,"90,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-mivec-2019-5621794
Toyota Corolla altis 1.8G AT,2020,595 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2020-5639060
Hyundai i10 Grand 1.2 MT,2017,255 Triệu,Lắp ráp trong nước,Sedan,"98,000 Km",Xăng  1.25 L,Số tay,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2017-5619297
Ford Transit Standard MID,2015,380 Triệu,Lắp ráp trong nước,Van/Minivan,"160,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-ford-transit-standard-mid-2015-5639056
Toyota Corolla Cross 1.8V,2021,749 Triệu,Nhập khẩu,SUV,"27,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5635576
Lexus RX 350,2021,3 Tỷ 950 Triệu,Nhập khẩu,SUV,"7,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2021-5627734
Ford Everest Titanium 2.0L 4x2 AT,2023,1 Tỷ 275 Triệu,Nhập khẩu,SUV,"18,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2023-5629204
Fiat Siena ELX 1.3,2003,26 Triệu,Lắp ráp trong nước,Sedan,"50,000 Km",Xăng  1.2 L,Số tay,https://bonbanh.com/xe-fiat-siena-elx-1.3-2003-5603237
Mercedes Benz C class C200 Kompressor,2003,85 Triệu,Lắp ráp trong nước,Sedan,"50,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-kompressor-2003-5619733
Toyota Raize G 1.0 CVT,2022,499 Triệu,Nhập khẩu,SUV,"29,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2022-5590796
Toyota Veloz Cross Top 1.5 CVT,2023,669 Triệu,Lắp ráp trong nước,SUV,"5,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-5554650
Kia Sedona 2.2 DAT Luxury,2020,930 Triệu,Lắp ráp trong nước,Van/Minivan,"39,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5638795
Toyota Land Cruiser VX 4.2,2005,990 Triệu,Nhập khẩu,SUV,"190,000 Km",Dầu  4.2 L,Số tay,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.2-2005-5548474
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1 Tỷ 395 Triệu,Nhập khẩu,SUV,"28,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5617831
Hyundai Accent 1.4 AT Đặc Biệt,2023,495 Triệu,Lắp ráp trong nước,Sedan,"7,300 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2023-5639040
Toyota Fortuner 2.7V 4x4 AT,2010,340 Triệu,Lắp ráp trong nước,SUV,"95,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2010-5542742
Mazda CX5 2.5 AT 2WD,2018,639 Triệu,Lắp ráp trong nước,SUV,"76,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5626889
Honda Brio RS,2020,375 Triệu,Nhập khẩu,Hatchback,"27,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-honda-brio-rs-2020-5577049
Ford Ranger XLS 2.2L 4x2 AT,2022,576 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"69,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2022-5639027
Ford EcoSport Titanium 1.5L AT,2017,365 Triệu,Lắp ráp trong nước,SUV,"123,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2017-5639022
VinFast Fadil 1.4 AT,2021,330 Triệu,Lắp ráp trong nước,Hatchback,"2,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5637407
Honda City RS 1.5 AT,2022,528 Triệu,Lắp ráp trong nước,Sedan,"30,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-rs-1.5-at-2022-5550255
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 620 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5575667
Mercedes Benz GLC 300 4Matic,2021,1 Tỷ 790 Triệu,Lắp ráp trong nước,SUV,"42,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5602302
VinFast VF8 Eco,2022,785 Triệu,Lắp ráp trong nước,SUV,"18,000 Km",Điện  0.2 L,Số tự động,https://bonbanh.com/xe-vinfast-vf8-eco-2022-5615288
Mercedes Benz E class E300 AMG,2019,1 Tỷ 590 Triệu,Lắp ráp trong nước,Sedan,"47,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2019-5638469
Mercedes Benz C class C300 AMG,2018,950 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5577293
Mercedes Benz S class S450L Luxury,2020,2 Tỷ 970 Triệu,Lắp ráp trong nước,Sedan,"36,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2020-5604189
Mercedes Benz S class S500L,2013,1 Tỷ 290 Triệu,Nhập khẩu,Sedan,"90,000 Km",Xăng  4.7 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2013-5638423
Mercedes Benz S class S450L,2017,2 Tỷ 50 Triệu,Lắp ráp trong nước,Sedan,"79,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2017-5602348
Mazda CX8 Premium,2023,1 Tỷ 10 Triệu,Lắp ráp trong nước,SUV,"11,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-premium-2023-5635487
Hyundai Elantra 1.6 AT Đặc biệt,2022,623 Triệu,Lắp ráp trong nước,Sedan,"38,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-1.6-at-dac-biet-2022-5632514
VinFast Lux A 2.0 Premium 2.0 AT,2021,652 Triệu,Lắp ráp trong nước,Sedan,"53,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-premium-2.0-at-2021-5639002
Toyota Land Cruiser II 2.4 MT,1991,305 Triệu,Nhập khẩu,SUV,"270,000 Km",Xăng  2.4 L,Số tay,https://bonbanh.com/xe-toyota-land_cruiser-ii-2.4-mt-1991-4501802
Ford Ranger XLS 2.0L 4x2 AT,2023,660 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"27,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5638999
Mazda 3 1.5L Luxury,2022,570 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5638982
Toyota Corolla altis 1.8G MT,2015,365 Triệu,Lắp ráp trong nước,Sedan,"122,258 Km",Xăng  1.8 L,Số tay,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2015-5638978
Mercedes Benz GLC 200,2022,1 Tỷ 520 Triệu,Lắp ráp trong nước,SUV,"33,600 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5567016
Hyundai i10 Grand 1.2 MT,2021,312 Triệu,Lắp ráp trong nước,Sedan,"40,000 Km",Xăng  1.25 L,Số tay,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2021-5638993
Kia Morning SLX 1.0 AT,2011,179 Triệu,Nhập khẩu,Hatchback,"13,268 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-kia-morning-slx-1.0-at-2011-5638985
Chevrolet Cruze LTZ 1.8 AT,2015,259 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-chevrolet-cruze-ltz-1.8-at-2015-5630726
Mercedes Benz GLC 200 4Matic,2022,1 Tỷ 959 Triệu,Lắp ráp trong nước,SUV,26 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5318459
Kia Sportage GT Line,2015,570 Triệu,Nhập khẩu,Crossover,"100,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-sportage-gt-line-2015-5623203
Ford Ranger Wildtrak 2.0L 4x4 AT,2023,905 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"2,800 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-5573448
Toyota Innova V,2008,240 Triệu,Lắp ráp trong nước,Crossover,"12,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-innova-v-2008-5638962
Kia K3 Deluxe 1.6 MT,2022,475 Triệu,Lắp ráp trong nước,Sedan,"34,000 Km",Xăng  1.6 L,Số tay,https://bonbanh.com/xe-kia-k3-deluxe-1.6-mt-2022-5490705
Toyota Vios 1.5E MT,2019,365 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5638958
Mercedes Benz C class C250 Exclusive,2016,695 Triệu,Lắp ráp trong nước,Sedan,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2016-5626096
Mazda CX5 Premium Exclusive 2.0 AT,2023,910 Triệu,Lắp ráp trong nước,SUV,"1,300 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2023-5613552
Ford Territory Titanium X 1.5 AT,2022,845 Triệu,Lắp ráp trong nước,SUV,"38,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2022-5625539
Kia Carens 1.5D Signature,2022,765 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Dầu  1.5 L,Số tự động,https://bonbanh.com/xe-kia-carens-1.5d-signature-2022-5610114
Audi Q7 3.6 AT,2007,299 Triệu,Nhập khẩu,SUV,"150,000 Km",Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-audi-q7-3.6-at-2007-5634364
Chevrolet Aveo LT 1.4 MT,2017,180 Triệu,Lắp ráp trong nước,Sedan,"66,000 Km",Xăng  1.4 L,Số tay,https://bonbanh.com/xe-chevrolet-aveo-lt-1.4-mt-2017-5587356
Ford Explorer Limited 2.3L EcoBoost,2016,875 Triệu,Nhập khẩu,SUV,"90,000 Km",Xăng  2.3 L,Số tự động,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2016-5598935
Hyundai Palisade Prestige 2.2 AT HTRAC,2023,1 Tỷ 599 Triệu,Lắp ráp trong nước,SUV,"10,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-palisade-prestige-2.2-at-htrac-2023-5626379
Kia Sonet Luxury 1.5 AT,2022,535 Triệu,Lắp ráp trong nước,Crossover,"45,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-kia-sonet-luxury-1.5-at-2022-5636664
Honda HRV L,2018,559 Triệu,Nhập khẩu,Crossover,"49,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-honda-hrv-l-2018-5633678
Mazda CX5 Signature Premium 2.5 AT AWD,I,"Activ 
						2023",Lắp ráp trong nước,SUV,"5,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-signature-premium-2.5-at-awd-i-activ-2023-5626413
LandRover Range Rover Sport HSE,2014,1 Tỷ 979 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2014-5545049
Peugeot 3008 GT,2022,925 Triệu,Lắp ráp trong nước,Crossover,"39,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-3008-gt-2022-5635099
Kia Forte SX 1.6 AT,2012,275 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2012-5638952
Mercedes Benz GLC 300 4Matic,2021,1 Tỷ 829 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5617098
Toyota Land Cruiser 3.5 V6,2023,5 Tỷ 190 Triệu,Nhập khẩu,SUV,"10,000 Km",Xăng  3.4 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-5638968
Kia Sedona 2.2 DAT Deluxe,2020,855 Triệu,Lắp ráp trong nước,Van/Minivan,"90,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sedona-2.2-dat-deluxe-2020-5638967
Ford Everest Titanium 2.0L 4x4 AT,2018,915 Triệu,Nhập khẩu,SUV,"65,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2018-5529731
VinFast Lux A 2.0 Tiêu chuẩn,2022,630 Triệu,Lắp ráp trong nước,Sedan,"25,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5627639
Mercedes Benz S class S500L,2013,1 Tỷ 299 Triệu,Nhập khẩu,Sedan,"96,000 Km",Xăng  4.7 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2013-5638957
Toyota Vios 1.5E,2017,315 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.5 L,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-2017-5638938
Mitsubishi Pajero 2.8,2001,365 Triệu,Nhập khẩu,SUV,"140,000 Km",Dầu  2.8 L,Số tay,https://bonbanh.com/xe-mitsubishi-pajero-2.8-2001-5092093
Ford EcoSport Titanium 1.5L AT,2019,459 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5599822
Toyota Hilux 2.4L 4x2 AT,2021,669 Triệu,Nhập khẩu,Bán tải / Pickup,"80,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5604417
Hyundai Tucson 1.6 AT Turbo,2020,768 Triệu,Lắp ráp trong nước,Crossover,"37,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2020-5638931
Toyota Zace GL,2003,145 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  1.8 L,Số tay,https://bonbanh.com/xe-toyota-zace-gl-2003-5638947
Ford Ranger XLS 2.2L 4x2 MT,2017,405 Triệu,Nhập khẩu,Bán tải / Pickup,"95,000 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2017-5564890
Hyundai SantaFe Cao cấp 2.2L HTRAC,2022,1 Tỷ 185 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2022-5599766
Mercedes Benz GLS 450 4Matic,2022,4 Tỷ 999 Triệu,Nhập khẩu,SUV,"8,888 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5480644
Toyota Yaris 1.5G,2019,489 Triệu,Nhập khẩu,Hatchback,"63,700 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-5621714
Hyundai Tucson 2.0 AT Đặc biệt,2021,755 Triệu,Lắp ráp trong nước,Crossover,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5623464
Porsche Cayenne 3.6 V6,2014,1 Tỷ 450 Triệu,Nhập khẩu,SUV,"70,000 Km",Xăng  3.6 L,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2014-5638935
Mercedes Benz E class E250 AMG,2015,599 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e250-amg-2015-5575166
Mercedes Benz GL 320 CDI 4Matic,2008,630 Triệu,Nhập khẩu,SUV,0 Km,Dầu  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gl-320-cdi-4matic-2008-5300823
Toyota Innova 2.0E,2017,445 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5638926
Hyundai Creta Đặc biệt 1.5 AT,2023,645 Triệu,Lắp ráp trong nước,Crossover,"7,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2023-5563540
Mercedes Benz S class S500L,2010,690 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  5.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s500l-2010-5638919
Ford EcoSport Titanium 1.5L AT,2019,468 Triệu,Lắp ráp trong nước,SUV,"70,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5555643
Mazda CX5 Premium 2.0 AT,2023,855 Triệu,Lắp ráp trong nước,SUV,"5,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5587613
Mercedes Benz E class E300 AMG,2022,2 Tỷ 699 Triệu,Lắp ráp trong nước,Sedan,"4,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-5555067
Mercedes Benz S class S450 4Matic Luxury,2022,5 Tỷ 199 Triệu,Nhập khẩu,Sedan,20 Km,Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2022-5318468
Hyundai Kona 1.6 Turbo,2019,499 Triệu,Lắp ráp trong nước,Crossover,"77,777 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-kona-1.6-turbo-2019-5598061
Kia Carnival Signature 3.5G,2023,1 Tỷ 399 Triệu,Lắp ráp trong nước,Van/Minivan,0 Km,Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-kia-carnival-signature-3.5g-2023-5538966
Kia Soluto 1.4 MT Deluxe,2019,310 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.4 L,Số tay,https://bonbanh.com/xe-kia-soluto-1.4-mt-deluxe-2019-5628639
Hyundai i10 Grand 1.2 MT Base,2017,245 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  1.25 L,Số tay,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-base-2017-5567587
Mercedes Benz GLS 450 4Matic,2021,4 Tỷ 399 Triệu,Nhập khẩu,SUV,"20,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5614554
