car_name,year,price,assemble_place,series,km,engine_type,transmission,url,brand,model
Hyundai SantaFe SLX,2010,440000000.0,Nhập khẩu,SUV,124589,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-slx-2010-5640966,Hyundai,SantaFe SLX
LandRover Range Rover Evoque Dynamic,2012,660000000.0,Nhập khẩu,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2012-5640132,LandRover,Range Rover Evoque Dynamic
Ford EcoSport Titanium 1.5L AT,2016,365000000.0,Lắp ráp trong nước,SUV,86000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-5592567,Ford,EcoSport Titanium 1.5L AT
Mazda 3 1.5L Luxury,2019,495000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5592762,Mazda,3 1.5L Luxury
Toyota Fortuner 2.4G 4x2 MT,2018,760000000.0,Nhập khẩu,SUV,100000,Dầu,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-5640959,Toyota,Fortuner 2.4G 4x2 MT
Ford EcoSport Titanium 1.5L AT,2015,325000000.0,Lắp ráp trong nước,SUV,86000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2015-5640961,Ford,EcoSport Titanium 1.5L AT
Mazda CX5 2.0 Premium,2020,745000000.0,Lắp ráp trong nước,SUV,51000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5621553,Mazda,CX5 2.0 Premium
MG ZS Standard 1.5 AT 2WD,2023,475000000.0,Nhập khẩu,Crossover,5600,Xăng,Số tự động,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2023-5593403,MG,ZS Standard 1.5 AT 2WD
Hyundai Creta Cao cấp 1.5 AT,2022,663000000.0,Nhập khẩu,Crossover,25000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2022-5585571,Hyundai,Creta Cao cấp 1.5 AT
Peugeot 5008 1.6 AT,2018,720000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-5008-1.6-at-2018-5640954,Peugeot,5008 1.6 AT
MG ZS Luxury 1.5 AT 2WD,2023,533000000.0,Nhập khẩu,Crossover,13000,Xăng,Số tự động,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2023-5610896,MG,ZS Luxury 1.5 AT 2WD
VinFast VF8 Eco,2022,780000000.0,Lắp ráp trong nước,SUV,33000,Điện,Số tự động,https://bonbanh.com/xe-vinfast-vf8-eco-2022-5637370,VinFast,VF8 Eco
MG 5 Luxury 1.5 AT,2022,465000000.0,Nhập khẩu,Sedan,25000,Xăng,Số tự động,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-5625150,MG,5 Luxury 1.5 AT
Mitsubishi Triton 4x2 AT,2018,445000000.0,Nhập khẩu,Pickup,71000,Dầu,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2018-5640951,Mitsubishi,Triton 4x2 AT
Mercedes Benz E class E200 Exclusive,2022,1919000000.0,Lắp ráp trong nước,Sedan,15000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5509671,Mercedes,Benz E class E200 Exclusive
Lexus RX 300,2021,2929000000.0,Nhập khẩu,SUV,28000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5382735,Lexus,RX 300
RAM 1500 Longhorn 5.7L 4x4 AT,2023,6088000000.0,Nhập khẩu,Pickup,1000,Xăng,Số tự động,https://bonbanh.com/xe-ram-1500-longhorn-5.7l-4x4-at-2023-5515196,Other,1500 Longhorn 5.7L 4x4 AT
VinFast Lux SA 2.0 2.0 AT,2021,734000000.0,Lắp ráp trong nước,SUV,46000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-5565162,VinFast,Lux SA 2.0 2.0 AT
Mercedes Benz E class E200 Exclusive,2022,1899000000.0,Lắp ráp trong nước,Sedan,18000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5638888,Mercedes,Benz E class E200 Exclusive
Mercedes Benz C class C300 AMG,2019,1139000000.0,Lắp ráp trong nước,Sedan,39000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5469576,Mercedes,Benz C class C300 AMG
Mercedes Benz C class C200 Avantgarde,2022,1399000000.0,Lắp ráp trong nước,Sedan,5000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4579530,Mercedes,Benz C class C200 Avantgarde
Mercedes Benz GLS 450 4Matic,2022,4550000000.0,Nhập khẩu,SUV,26000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5630001,Mercedes,Benz GLS 450 4Matic
Peugeot 2008 GT Line 1.2 AT,2022,695000000.0,Lắp ráp trong nước,Crossover,12000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-5525049,Peugeot,2008 GT Line 1.2 AT
VinFast Lux SA 2.0 Premium 2.0 AT,2020,799000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2020-5611289,VinFast,Lux SA 2.0 Premium 2.0 AT
Mercedes Benz S class S450L Luxury,2019,2699000000.0,Lắp ráp trong nước,Sedan,64000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5615842,Mercedes,Benz S class S450L Luxury
Honda City 1.5 AT,2015,325000000.0,Lắp ráp trong nước,Sedan,8000,Xăng,Số tự động,https://bonbanh.com/xe-honda-city-1.5-at-2015-5640945,Honda,City 1.5 AT
Mercedes Benz E class E300 AMG,2021,2179000000.0,Lắp ráp trong nước,Sedan,16900,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5575392,Mercedes,Benz E class E300 AMG
Mazda CX5 2.0 Luxury,2020,705000000.0,Lắp ráp trong nước,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-luxury-2020-5640944,Mazda,CX5 2.0 Luxury
Mazda CX5 Premium Exclusive 2.0 AT,2023,919000000.0,Lắp ráp trong nước,SUV,8000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2023-5555708,Mazda,CX5 Premium Exclusive 2.0 AT
Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,799000000.0,Lắp ráp trong nước,Crossover,7000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5545922,Hyundai,Tucson 2.0 AT Tiêu chuẩn
Toyota Fortuner TRD Sportivo 4x4 AT,2015,520000000.0,Lắp ráp trong nước,SUV,101586,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x4-at-2015-5620833,Toyota,Fortuner TRD Sportivo 4x4 AT
Mercedes Benz GLC 300 4Matic,2017,1159000000.0,Lắp ráp trong nước,SUV,32000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5608905,Mercedes,Benz GLC 300 4Matic
Audi A4 1.8 TFSI,2013,535000000.0,Nhập khẩu,Sedan,51000,Xăng,Số tự động,https://bonbanh.com/xe-audi-a4-1.8-tfsi-2013-5593949,Audi,A4 1.8 TFSI
LandRover Discovery SE,2017,1789000000.0,Nhập khẩu,SUV,68000,Xăng,Số tự động,https://bonbanh.com/xe-landrover-discovery-se-2017-5514552,LandRover,Discovery SE
Mercedes Benz E class E200,2019,1179000000.0,Lắp ráp trong nước,Sedan,80000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2019-5635911,Mercedes,Benz E class E200
VinFast Lux A 2.0 Tiêu chuẩn,2022,609000000.0,Lắp ráp trong nước,Sedan,36000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5615863,VinFast,Lux A 2.0 Tiêu chuẩn
VinFast VF9 Plus,2023,1259000000.0,Lắp ráp trong nước,SUV,17000,Điện,Số tự động,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5608953,VinFast,VF9 Plus
Mercedes Benz CLA class CLA 250 4Matic,2015,678000000.0,Nhập khẩu,Sedan,72000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-250-4matic-2015-5635381,Mercedes,Benz CLA class CLA 250 4Matic
Mercedes Benz GLC 200 4Matic,2021,1490000000.0,Lắp ráp trong nước,SUV,82059,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5593912,Mercedes,Benz GLC 200 4Matic
BMW 5 Series 520i,2012,535000000.0,Nhập khẩu,Sedan,80450,Xăng,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2012-5604295,BMW,5 Series 520i
Mercedes Benz S class S400L,2015,1299000000.0,Lắp ráp trong nước,Sedan,73600,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-5632143,Mercedes,Benz S class S400L
Toyota Camry 2.0E,2017,679000000.0,Lắp ráp trong nước,Sedan,51000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2017-5437589,Toyota,Camry 2.0E
Lexus IS 350,2007,559000000.0,Nhập khẩu,Sedan,90000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-is-350-2007-5509915,Lexus,IS 350
Mercedes Benz C class C300 AMG,2019,1189000000.0,Lắp ráp trong nước,Sedan,41000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5513529,Mercedes,Benz C class C300 AMG
Mini Cooper 3Dr,2017,979000000.0,Nhập khẩu,Coupe,46000,Xăng,Số tự động,https://bonbanh.com/xe-mini-cooper-3dr-2017-5526758,Mini,Cooper 3Dr
Mercedes Benz GLS 450 4Matic,2022,4659000000.0,Nhập khẩu,SUV,3000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5640559,Mercedes,Benz GLS 450 4Matic
Nissan Terra E 2.5 AT 2WD,2018,650000000.0,Nhập khẩu,SUV,56000,Xăng,Số tự động,https://bonbanh.com/xe-nissan-terra-e-2.5-at-2wd-2018-5640938,Nissan,Terra E 2.5 AT 2WD
VinFast Fadil 1.4 AT,2019,288000000.0,Lắp ráp trong nước,Hatchback,59000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2019-5639972,VinFast,Fadil 1.4 AT
Lexus RX 350,2017,2330000000.0,Nhập khẩu,SUV,64000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2017-5636684,Lexus,RX 350
Ford EcoSport Titanium 1.0 EcoBoost,2018,407000000.0,Lắp ráp trong nước,SUV,68000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-ecoboost-2018-5553867,Ford,EcoSport Titanium 1.0 EcoBoost
Mercedes Benz GLK Class GLK300 4Matic,2010,389000000.0,Lắp ráp trong nước,SUV,100000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk300-4matic-2010-5640931,Mercedes,Benz GLK Class GLK300 4Matic
Mazda 3 1.5 AT,2017,398000000.0,Lắp ráp trong nước,Hatchback,86000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5634738,Mazda,3 1.5 AT
Toyota Vios 1.5E CVT,2020,407000000.0,Lắp ráp trong nước,Sedan,68000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2020-5635665,Toyota,Vios 1.5E CVT
VinFast VF9 Plus,2023,1259000000.0,Lắp ráp trong nước,SUV,20000,Điện,Số tự động,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5607700,VinFast,VF9 Plus
Ford EcoSport Titanium 1.5L AT,2017,359000000.0,Lắp ráp trong nước,SUV,76000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2017-5640432,Ford,EcoSport Titanium 1.5L AT
Volvo S90 T5 Inscription,2017,1299000000.0,Nhập khẩu,Sedan,112000,Xăng,Số tự động,https://bonbanh.com/xe-volvo-s90-t5-inscription-2017-5607713,Volvo,Other
Toyota Fortuner 2.4G 4x2 MT,2020,889000000.0,Lắp ráp trong nước,SUV,39000,Dầu,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5636232,Toyota,Fortuner 2.4G 4x2 MT
Toyota Wigo 1.2G AT,2018,279000000.0,Nhập khẩu,Hatchback,52000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2g-at-2018-5640506,Toyota,Wigo 1.2G AT
Audi A4 40 TFSI Advanced,2022,1436000000.0,Nhập khẩu,Sedan,16000,Xăng,Số tự động,https://bonbanh.com/xe-audi-a4-40-tfsi-advanced-2022-5636251,Audi,A4 40 TFSI Advanced
Mazda 3 2.0L Sport Signature Premium,2021,645000000.0,Lắp ráp trong nước,Hatchback,51000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-2.0l-sport-signature-premium-2021-5640930,Mazda,3 2.0L Sport Signature Premium
Mazda CX5 2.5 AT 2WD,2018,645000000.0,Lắp ráp trong nước,SUV,78888,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5640927,Mazda,CX5 2.5 AT 2WD
Toyota Fortuner 2.4G 4x2 AT,2020,938000000.0,Lắp ráp trong nước,SUV,38000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-5640926,Toyota,Fortuner 2.4G 4x2 AT
Mazda 3 1.5L Luxury,2022,595000000.0,Lắp ráp trong nước,Sedan,16000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5561089,Mazda,3 1.5L Luxury
Peugeot 2008 Active 1.2 AT,2022,630000000.0,Lắp ráp trong nước,Crossover,42000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-2008-active-1.2-at-2022-5638555,Peugeot,Other
Mercedes Benz GLS 450 4Matic,2022,4599000000.0,Nhập khẩu,SUV,34000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5611797,Mercedes,Benz GLS 450 4Matic
Porsche Panamera 4 Executive,2021,5999000000.0,Nhập khẩu,Sedan,3800,Xăng,Số tự động,https://bonbanh.com/xe-porsche-panamera-4-executive-2021-5639422,Porsche,Panamera 4 Executive
Toyota Vios 1.5G,2018,395000000.0,Lắp ráp trong nước,Sedan,65000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5638706,Toyota,Vios 1.5G
Mazda 3 1.5L Luxury,2019,495000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5580546,Mazda,3 1.5L Luxury
Toyota Corolla Cross 1.8V,2022,799000000.0,Nhập khẩu,SUV,17350,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5579576,Toyota,Corolla Cross 1.8V
Hyundai SantaFe Cao cấp 2.5L HTRAC,2021,999000000.0,Lắp ráp trong nước,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2021-5571703,Hyundai,SantaFe Cao cấp 2.5L HTRAC
Mercedes Benz C class C300 AMG,2012,398000000.0,Lắp ráp trong nước,Sedan,129000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2012-5640921,Mercedes,Benz C class C300 AMG
Mazda CX5 Premium 2.0 AT,2021,775000000.0,Lắp ráp trong nước,SUV,19000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5632551,Mazda,CX5 Premium 2.0 AT
Mazda 3 1.5L Luxury,2022,589000000.0,Lắp ráp trong nước,Sedan,12000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5633534,Mazda,3 1.5L Luxury
Hyundai SantaFe 2.4L 4WD,2018,735000000.0,Lắp ráp trong nước,SUV,79000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5618606,Hyundai,SantaFe 2.4L 4WD
Hyundai Tucson 2.0 ATH,2020,699000000.0,Lắp ráp trong nước,Crossover,46000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5634838,Hyundai,Tucson 2.0 ATH
Kia Sorento GATH,2016,515000000.0,Lắp ráp trong nước,SUV,79000,Xăng,Số tự động,https://bonbanh.com/xe-kia-sorento-gath-2016-5640920,Kia,Sorento GATH
VinFast Lux A 2.0 2.0 AT,2021,575000000.0,Lắp ráp trong nước,Sedan,38000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5575674,VinFast,Lux A 2.0 2.0 AT
Ford Everest Titanium 2.0L 4x2 AT,2021,920000000.0,Nhập khẩu,SUV,35000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5622039,Ford,Everest Titanium 2.0L 4x2 AT
Mercedes Benz GLC 300 4Matic,2017,1055000000.0,Lắp ráp trong nước,SUV,78000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5595951,Mercedes,Benz GLC 300 4Matic
Mazda CX3 Premium 1.5 AT,2022,589000000.0,Nhập khẩu,Crossover,39000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2022-5621732,Mazda,CX3 Premium 1.5 AT
Mitsubishi Xpander 1.5 MT,2020,459000000.0,Nhập khẩu,SUV,63000,Xăng,Số tay,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2020-5587811,Mitsubishi,Xpander 1.5 MT
Hyundai i10 1.2 MT Tiêu Chuẩn,2021,316000000.0,Lắp ráp trong nước,Sedan,36000,Xăng,Số tay,https://bonbanh.com/xe-hyundai-i10-1.2-mt-tieu-chuan-2021-5587704,Hyundai,i10 1.2 MT Tiêu Chuẩn
Hyundai Accent 1.4 MT,2021,397000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tay,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2021-5621156,Hyundai,Accent 1.4 MT
Toyota Vios 1.5E MT,2019,356000000.0,Lắp ráp trong nước,Sedan,92000,Xăng,Số tay,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5627129,Toyota,Vios 1.5E MT
Mercedes Benz C class C200 Kompressor AT,2001,666000000.0,Lắp ráp trong nước,Sedan,86000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-kompressor-at-2001-5599324,Mercedes,Other
Mercedes Benz GLC 200 4Matic,2022,1798000000.0,Lắp ráp trong nước,SUV,7000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5636209,Mercedes,Benz GLC 200 4Matic
Nissan X trail V Series 2.5 SV Premium 4WD,2018,580000000.0,Lắp ráp trong nước,SUV,82689,Xăng,Số tự động,https://bonbanh.com/xe-nissan-x_trail-v-series-2.5-sv-premium-4wd-2018-5631448,Nissan,Other
VinFast Fadil 1.4 AT,2020,306000000.0,Lắp ráp trong nước,Hatchback,56000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5616659,VinFast,Fadil 1.4 AT
Mitsubishi Outlander 2.0 CVT Premium,2020,635000000.0,Lắp ráp trong nước,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-premium-2020-5640915,Mitsubishi,Outlander 2.0 CVT Premium
Toyota Raize G 1.0 CVT,2022,528000000.0,Nhập khẩu,SUV,99000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2022-5640912,Toyota,Raize G 1.0 CVT
Nissan Qashqai SE,2010,318000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://bonbanh.com/xe-nissan-qashqai-se-2010-5604854,Nissan,Other
Hyundai SantaFe Tiêu chuẩn 2.2L,2021,925000000.0,Lắp ráp trong nước,SUV,46000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-tieu-chuan-2.2l-2021-5640903,Hyundai,SantaFe Tiêu chuẩn 2.2L
Mercedes Benz GLC 200 4Matic,2022,1759000000.0,Lắp ráp trong nước,SUV,9500,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5616211,Mercedes,Benz GLC 200 4Matic
Ford Everest Titanium 2.0L 4x4 AT,2019,925000000.0,Nhập khẩu,SUV,58000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2019-5640908,Ford,Everest Titanium 2.0L 4x4 AT
Mazda 3 1.5L Luxury,2019,495000000.0,Lắp ráp trong nước,Sedan,58000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5638812,Mazda,3 1.5L Luxury
Mercedes Benz GLC 300 4Matic,2023,2799000000.0,Lắp ráp trong nước,SUV,7500,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5559362,Mercedes,Benz GLC 300 4Matic
Mercedes Benz C class C43 AMG 4Matic,2023,2579000000.0,Lắp ráp trong nước,Sedan,6800,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c43-amg-4matic-2023-5620965,Mercedes,Benz C class C43 AMG 4Matic
Mercedes Benz GLC 200,2021,1499000000.0,Lắp ráp trong nước,SUV,27000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5576564,Mercedes,Benz GLC 200
Mercedes Benz GLC 250 4Matic,2017,1099000000.0,Lắp ráp trong nước,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2017-5581871,Mercedes,Benz GLC 250 4Matic
Mercedes Benz V class V250 Luxury,2022,2179000000.0,Nhập khẩu,Van/Minivan,19000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-v_class-v250-luxury-2022-5503521,Mercedes,Benz V class V250 Luxury
Mercedes Benz C class C300 AMG,2022,1939000000.0,Nhập khẩu,Sedan,15000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5570709,Mercedes,Benz C class C300 AMG
Maserati Levante 3.0 V6,2016,2500000000.0,Nhập khẩu,SUV,52000,Xăng,Số tự động,https://bonbanh.com/xe-maserati-levante-3.0-v6-2016-5591037,Maserati,Levante 3.0 V6
Hyundai SantaFe 2.2L,2018,755000000.0,Lắp ráp trong nước,SUV,73000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.2l-2018-5640895,Hyundai,SantaFe 2.2L
Mercedes Benz GLS 450 4Matic,2022,4630000000.0,Nhập khẩu,SUV,9493,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5575230,Mercedes,Benz GLS 450 4Matic
Kia K5 Luxury 2.0 AT,2022,750000000.0,Lắp ráp trong nước,Sedan,28000,Xăng,Số tự động,https://bonbanh.com/xe-kia-k5-luxury-2.0-at-2022-5639725,Kia,K5 Luxury 2.0 AT
Hyundai SantaFe 2.4L 4WD,2018,735000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5626602,Hyundai,SantaFe 2.4L 4WD
Toyota Fortuner 2.4G 4x2 AT,2019,848000000.0,Lắp ráp trong nước,SUV,79000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2019-5577596,Toyota,Fortuner 2.4G 4x2 AT
Lexus LX 600 Urban,2023,9350000000.0,Nhập khẩu,SUV,23000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-lx-600-urban-2023-5633942,Lexus,LX 600 Urban
Hyundai i10 Grand 1.2 AT,2015,275000000.0,Nhập khẩu,Hatchback,90000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2015-5624250,Hyundai,i10 Grand 1.2 AT
Lexus RX 300 F Sport,2021,3080000000.0,Nhập khẩu,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-300-f-sport-2021-5390480,Lexus,RX 300 F Sport
Toyota Corolla altis 2.0V,2009,300000000.0,Lắp ráp trong nước,Sedan,160000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2009-5640896,Toyota,Corolla altis 2.0V
Mercedes Benz GLC 300 4Matic,2022,2099000000.0,Lắp ráp trong nước,SUV,10000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5620168,Mercedes,Benz GLC 300 4Matic
Porsche Macan 2.0,2020,2739000000.0,Nhập khẩu,SUV,22000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-2.0-2020-5594146,Porsche,Macan 2.0
Hyundai SantaFe 2.4L,2018,698000000.0,Lắp ráp trong nước,SUV,51000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-2018-5640888,Hyundai,SantaFe 2.4L
VinFast Lux A 2.0 2.0 AT,2021,615000000.0,Lắp ráp trong nước,Sedan,32000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5632068,VinFast,Lux A 2.0 2.0 AT
Daewoo Lacetti SE,2011,235000000.0,Nhập khẩu,Sedan,60000,Xăng,Số tay,https://bonbanh.com/xe-daewoo-lacetti-se-2011-5421410,Daewoo,Lacetti SE
Hyundai SantaFe SLX,2011,480000000.0,Nhập khẩu,SUV,80000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-slx-2011-5608785,Hyundai,SantaFe SLX
Toyota Vios E CVT,2022,465000000.0,Lắp ráp trong nước,Sedan,31000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5640885,Toyota,Vios E CVT
