car_name,year,price,assemble_place,series,km,engine_type,transmission,url,brand,model
Mercedes-Benz GLC 250 4Matic,2016,889000000.0,Lắp ráp trong nước,SUV,100000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-250-hai-duong/xe-cuc-chat-cam-ket-chat-luong-aidxc23065505,Mercedes-Benz,GLC 250 4Matic
Mercedes-Benz C300 AMG,2022,1889000000.0,Lắp ráp trong nước,Sedan,4000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c300-hcm/sieu-luot-4000km-dk-112023-aidxc23065390,Mercedes-Benz,C300 AMG
Audi A8 L 55 TFSI quattro,2020,2949000000.0,Nhập khẩu,SUV,30000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-audi-a8-hcm/xe-nhap-my-di-30-nghin-like-new-99-aidxc23039457,Other,Other
Hyundai Kona 1.6 Turbo,2018,505000000.0,Lắp ráp trong nước,SUV,78999,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-kona-ha-noi/mot-chu-tu-moi-chay-8-van-km-aidxc23065351,Hyundai,Kona 1.6 Turbo
Toyota Camry 2.0G,2022,979000000.0,Nhập khẩu,Sedan,13000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-hcm/tiet-kiem-ngay-gan-400tr-aidxc23065252,Toyota,Camry 2.0G
Kia K3 1.6 Premium,2022,589000000.0,Lắp ráp trong nước,Sedan,12000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-k3-hai-phong/16-premium-2022-aidxc23047148,Kia,Other
Mazda 3 Sport 1.5L Luxury,2022,595000000.0,Lắp ráp trong nước,Sedan,20000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hai-phong/15-luxury-2022-aidxc23049461,Mazda,Other
Toyota Veloz Cross 1.5 CVT,2022,580000000.0,Nhập khẩu,MPV,60000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-veloz-cross-vinh-phuc/ban-sx-2022-aidxc23025561,Toyota,Veloz Cross 1.5 CVT
Toyota Camry 2.5Q,2020,920000000.0,Nhập khẩu,Sedan,30000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-vinh-phuc/ban-25q-sx-2020-aidxc23025567,Toyota,Camry 2.5Q
Isuzu mu-X,2017,555000000.0,Nhập khẩu,SUV,86000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-isuzu-mu-x-ha-noi/xe-dang-ki-2018-ban-may-dau-khoe-va-tiet-kiem-aidxc23056540,Other,Other
Kia Cerato,2019,410000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-cerato-ha-noi/xe-1-chu-tu-nhan-tu-doi-dau-nuoc-son-zin-bong-aidxc23015143,Kia,Cerato
Toyota Wigo 1.2 G AT,2022,348000000.0,Lắp ráp trong nước,Hatchback,31000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-wigo-hcm/hop-so-tu-dong-aidxc23065160,Toyota,Wigo 1.2 G AT
Toyota Raize,2023,545000000.0,Nhập khẩu,SUV,10000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-raize-ha-noi/sieu-luot-xe-dep-nguyen-zin-gia-re-sieu-tot-aidxc23048334,Toyota,Other
MG HS 2.0T AWD Trophy,2020,599000000.0,Nhập khẩu,Crossover,29000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-hs-hcm/odo-2v9-aidxc23022451,Other,Other
Mitsubishi Xpander 1.5 AT,2021,545000000.0,Lắp ráp trong nước,SUV,55000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-ha-noi/ve-san-1-em-ban-full-may-cuc-em-cho-anh-chi-em-chay-gia-dinh-aidxc23037851,Mitsubishi,Xpander 1.5 AT
Hyundai Santa Fe 2.2 Dầu Đặc biệt,2021,1045000000.0,Lắp ráp trong nước,SUV,39000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-santa-fe-ha-noi/gia-thuong-luong-co-bot-loc-aidxc23065142,Hyundai,Other
Ford Everest Titanium 2.0 AT 4x2,2021,955000000.0,Nhập khẩu,SUV,39000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/can-ban-aidxc23052920,Ford,Everest Titanium 2.0 AT 4x2
Mazda 3 1.5L Sedan,2019,492000000.0,Lắp ráp trong nước,Sedan,69000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hcm/nguyen-zin-aidxc23065132,Mazda,3 1.5L Sedan
Mercedes-Benz C200 2.0 AT,2018,835000000.0,Lắp ráp trong nước,Sedan,55600,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c200-ha-noi/ban-san-xuat-2018-trang-noi-that-kem-sieu-dep-aidxc23064272,Mercedes-Benz,Other
BMW 320i,2016,635000000.0,Nhập khẩu,Sedan,79000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-320i-ha-noi/320-san-xuat-2016-do-noi-that-kem-sieu-dep-aidxc23062511,Other,320i
Mercedes-Benz E250 E250,2018,1190000000.0,Lắp ráp trong nước,Sedan,64000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-e250-ha-noi/san-xuat-2018-den-noi-that-nau-chay-hon-6-van-km-sieu-moi-aidxc23061736,Mercedes-Benz,Other
Toyota Land Cruiser Prado TX-L,2014,1030000000.0,Nhập khẩu,SUV,69000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-prado-ha-noi/ban-prado-27-txl-nhap-nhat-san-xuat-va-dang-ky-2014-1-chu-tu-dau-chay-7-van-km-sieu-dep-aidxc23061627,Toyota,Other
Ford Everest Titanium 2.0L AT 4x4,2019,910000000.0,Nhập khẩu,SUV,58000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/ban-titanium-may-dau-2-cau-san-xuat-2019-1-chu-tu-moi-aidxc23049825,Ford,Everest Titanium 2.0L AT 4x4
Bentley Mulsanne 6.8 V8,2014,8900000000.0,Nhập khẩu,Sedan,53000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bentley-mulsanne-ha-noi/68-v8-san-xuat-2014-chay-hon-5-van-km-nhu-moi-aidxc23028991,Other,Other
Land Rover Range Rover Evoque 2.0 R-Dynamic SE,2012,635000000.0,Nhập khẩu,SUV,81000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-landrover-range-rover-evoque-ha-noi/dynamicban-cao-nhat-san-xuat-2012-dang-ky-lan-dau-2015-aidxc23028959,Other,Other
Mercedes-Benz S450,2022,4590000000.0,Nhập khẩu,Sedan,19000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-s450-ha-noi/san-xuat-2022-ban-nhap-duc-sieu-dep-aidxc23010812,Mercedes-Benz,S450
Lexus RX 200t,2017,1980000000.0,Nhập khẩu,SUV,85000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-200t-ha-noi/rx200-san-xuat-2017-do-noi-that-nau-sieu-dep-aidxc23009990,Lexus,RX 200t
Toyota Land Cruiser,2016,3150000000.0,Nhập khẩu,SUV,55000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-ha-noi/vxr-57-san-xuat-2015-model-2016-nhap-my-chay-hon-5-van-sieu-moi-aidxc23003576,Toyota,Land Cruiser
Land Rover Range Rover Evoque evoque,2014,790000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-landrover-range-rover-evoque-ha-noi/chay-6-van-sieu-moi-aidxc22700654,Other,Other
Hyundai Elantra 1.6 AT Đặc biệt,2016,395000000.0,Lắp ráp trong nước,Sedan,72000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-elantra-ha-noi/72v-nhieu-do-choi-xe-cuc-dep-aidxc23065069,Hyundai,Elantra 1.6 AT Đặc biệt
Daewoo Lacetti CDX 1.6 AT,2010,185000000.0,Nhập khẩu,Sedan,90000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-daewoo-lacetti-ha-noi/sedan-gia-re-aidxc23064995,Other,Lacetti CDX 1.6 AT
Ford Everest Titanium 2.0L AT 4x4,2019,925000000.0,Nhập khẩu,SUV,60000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/suv-gia-re-aidxc23060845,Ford,Everest Titanium 2.0L AT 4x4
Toyota Yaris G 1.5 CVT,2019,499000000.0,Nhập khẩu,Hatchback,58000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-yaris-ha-noi/xe-gia-dinh-co-nho-gia-re-aidxc23060185,Toyota,Other
Hyundai Accent 1.4 AT,2019,405000000.0,Lắp ráp trong nước,SUV,29000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-binh-duong/xe-dep-nhu-moi-trang-bi-full-option-aidxc23065008,Hyundai,Accent 1.4 AT
Kia Carnival 3.5G Signature 7 ghế,2022,1559000000.0,Lắp ráp trong nước,MPV,18888,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-hcm/tiet-kiem-gan-500tr-aidxc23058219,Kia,Carnival 3.5G Signature 7 ghế
Mercedes-Benz GLS 450 4Matic,2022,4599000000.0,Nhập khẩu,SUV,34000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-gls-450-hcm/tiet-kiem-ngay-1ti5-aidxc23049145,Mercedes-Benz,GLS 450 4Matic
Porsche Cayenne S,2018,4579000000.0,Nhập khẩu,Sedan,27000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-hcm/gia-tai-tgxd-chi-4-xxx-aidxc23036526,Other,Cayenne S
Porsche Cayenne 3.6 V6,2007,499000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-ha-noi/xe-sang-gia-re-aidxc23062970,Other,Cayenne 3.6 V6
Audi A5 Sportback 2.0 TFSI,2011,389000000.0,Nhập khẩu,Sedan,90000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-audi-a5-ha-noi/xe-sang-gia-re-aidxc23061030,Other,Other
Toyota Corolla Cross 1.8 V,2020,745000000.0,Lắp ráp trong nước,SUV,40000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-cross-ha-noi/xe-gam-cao-gia-re-aidxc23060162,Toyota,Corolla Cross 1.8 V
Mazda CX-5 2.0 Premium,2017,560000000.0,Lắp ráp trong nước,SUV,58000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/cx5-20-at-2017-aidxc23059032,Mazda,CX-5 2.0 Premium
Toyota Camry 2.0Q,2022,1070000000.0,Nhập khẩu,Sedan,52000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-ha-noi/20q-2022-aidxc23050215,Toyota,Camry 2.0Q
Hyundai Tucson 2.0 Dầu đặc biệt,2019,710000000.0,Lắp ráp trong nước,SUV,86000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-tucson-ha-noi/20-2019-full-dau-aidxc23047241,Hyundai,Other
Ford Everest Trend 2.0 AT 4x2,2018,780000000.0,Nhập khẩu,SUV,90000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-hcm/bien-so-tp-51g-nhap-thai-lan-bao-hanh-1-nam-ho-tro-tra-gop-toi-da-65-70-aidxc23062929,Ford,Everest Trend 2.0 AT 4x2
Ford Ranger Raptor,2023,1235000000.0,Nhập khẩu,Pickup,10000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/new-99-nhap-thai-lan-bao-hanh-chinh-hang-ho-tro-tra-gop-lai-suat-cuc-tot-aidxc23062382,Ford,Ranger Raptor
Ford Ranger Wildtrak 4x4 AT,2017,620000000.0,Nhập khẩu,Pickup,80000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/nhap-thai-lan-xe-bao-test-hang-gia-con-thuong-luong-aidxc23057468,Ford,Ranger Wildtrak 4x4 AT
Ford Ranger Wildtrak 4x4 AT,2021,765000000.0,Lắp ráp trong nước,Pickup,20000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/ho-tro-tra-gop-70-bao-test-hang-xem-xe-o-tp-aidxc23055169,Ford,Ranger Wildtrak 4x4 AT
Ford Ranger Wildtrak 4x4 AT,2022,790000000.0,Nhập khẩu,Pickup,30000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/nhap-thai-1-chu-tu-dau-sieu-luot-new-98-co-so-bao-hanh-aidxc23041100,Ford,Ranger Wildtrak 4x4 AT
Toyota Corolla Cross 1.8 V,2021,775000000.0,Nhập khẩu,Crossover,28000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-corolla-cross-ha-noi/gia-con-cuc-tot-aidxc23057426,Toyota,Corolla Cross 1.8 V
Kia Seltos 1.4 Premium,2020,628000000.0,Lắp ráp trong nước,Crossover,41000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-seltos-ha-noi/gia-con-cuc-tot-aidxc23057336,Kia,Seltos 1.4 Premium
Hyundai Custin 2.0T-GDi Cao cấp,2023,985000000.0,Nhập khẩu,MPV,5000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-custin-ha-noi/gia-con-cuc-tot-aidxc23053940,Hyundai,Other
Kia Seltos 1.4 Premium,2020,635000000.0,Lắp ráp trong nước,Crossover,41000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-seltos-ha-noi/gia-con-cuc-tot-aidxc23053844,Kia,Seltos 1.4 Premium
Mazda 3 Sedan 1.5L Luxury,2021,600000000.0,Lắp ráp trong nước,Sedan,38000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/gia-con-cuc-tot-aidxc23051536,Mazda,3 Sedan 1.5L Luxury
Kia Seltos,2020,628000000.0,Lắp ráp trong nước,Crossover,45000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-seltos-ha-noi/premium-14-turbo-gia-con-cuc-tot-aidxc23048550,Kia,Other
Toyota Vios 1.5 G CVT,2022,525000000.0,Lắp ráp trong nước,Sedan,14000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-vios-ha-noi/gia-con-cuc-tot-aidxc23047126,Toyota,Other
Mazda CX-5 2.0L Premium,2022,829000000.0,Lắp ráp trong nước,SUV,24000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/gia-con-cuc-tot-aidxc23044426,Mazda,Other
Mazda CX-5 2.5L AT FWD,2019,688000000.0,Lắp ráp trong nước,SUV,59000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/gia-con-cuc-tot-aidxc22979531,Mazda,Other
BMW 320i,2023,1579000000.0,Lắp ráp trong nước,Hatchback,7000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-320i-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23064801,Other,320i
Mercedes-Benz GLS 450 4Matic,2022,4658000000.0,Nhập khẩu,SUV,3000,Xăng,Số tay,https://oto.com.vn//mua-ban-xe-mercedes-benz-gls-450-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23064797,Mercedes-Benz,GLS 450 4Matic
Chevrolet Orlando LTZ 1.8,2011,227000000.0,Lắp ráp trong nước,SUV,68000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-chevrolet-orlando-hcm/can-ban-2011-so-tu-dong-7-cho-rong-rai-xe-noi-ngoai-that-zin-dep-aidxc23064093,Other,Orlando LTZ 1.8
Acura MDX,2007,317000000.0,Nhập khẩu,SUV,68000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-acura-mdx-hcm/can-ban-xe-model-2008-phien-ban-dac-biet-sh-awd-full-kich-option-du-do-2-ghe-dien-cua-aidxc23046950,Other,MDX
Mazda CX-5 2.5L Signature Premium 2WD,2019,750000000.0,Lắp ráp trong nước,SUV,42680,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/mot-chu-tu-moi-chay-4-van-full-ls-hang-aidxc23063855,Mazda,CX-5 2.5L Signature Premium 2WD
Mazda 3 2.0L Sedan,2016,415000000.0,Lắp ráp trong nước,Sedan,89999,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/chay-9-van-km-noi-ngoai-that-rat-moi-aidxc23062721,Mazda,Other
Hyundai Tucson 1.6 Turbo HTRAC,2020,750000000.0,Lắp ráp trong nước,SUV,53689,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-tucson-ha-noi/mot-chu-tu-moi-chay-5-van-full-lich-su-hang-aidxc23057340,Hyundai,Tucson 1.6 Turbo HTRAC
Mazda 3 1.5L Luxury,2022,599000000.0,Lắp ráp trong nước,Sedan,39899,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/mot-chu-tu-moi-so-cua-chua-ha-rat-moi-aidxc23053736,Mazda,3 1.5L Luxury
Kia Cerato 2.0 AT Premium,2019,509000000.0,Lắp ráp trong nước,Sedan,60000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-cerato-ha-noi/chay-6-van-len-rat-nhieu-do-choi-aidxc23049650,Kia,Cerato 2.0 AT Premium
Mazda CX-5 2.5L 2WD,2018,650000000.0,Lắp ráp trong nước,SUV,76899,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/mot-chu-tu-moi-chay-7-van-so-cua-chua-ha-aidxc23048590,Mazda,Other
Mazda 3 1.5L Luxury,2019,499000000.0,Lắp ráp trong nước,Sedan,68999,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/mot-chu-tu-dau-chay-hon-6-van-rat-moi-aidxc23045697,Mazda,3 1.5L Luxury
Mazda 3 1.5L Luxury,2019,489000000.0,Lắp ráp trong nước,Sedan,56899,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/mot-chu-tu-moi-chay-6-van-rat-moi-aidxc23027275,Mazda,3 1.5L Luxury
Hyundai Accent 1.4 AT,2022,455000000.0,Lắp ráp trong nước,Sedan,25689,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-ha-noi/mot-chu-tu-dau-chay-hon-2-van-rat-moi-aidxc23017727,Hyundai,Accent 1.4 AT
Lexus RX 350,2014,1279000000.0,Nhập khẩu,SUV,69000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-350-ha-noi/can-ban-aidxc23047505,Lexus,RX 350
Land Rover Range Rover Sport SE 3.0 AT,2013,1450000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-landrover-range-rover-hcm/1-chu-tu-dau-chay-7v-km-aidxc23059845,Other,Other
Hyundai Grand i10,2016,172000000.0,Nhập khẩu,Hatchback,80000,Xăng,Số tay,https://oto.com.vn//mua-ban-xe-hyundai-grand-i10-binh-duong/so-san-nhap-an-aidxc23058918,Hyundai,Grand i10
Hyundai Accent,2018,298000000.0,Lắp ráp trong nước,SUV,80000,Xăng,Số tay,https://oto.com.vn//mua-ban-xe-hyundai-accent-binh-duong/xe-dep-nhu-moi-aidxc23061059,Hyundai,Accent
Lexus LX 570 Super Sport,2016,4700000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-lx-570-hcm/may-moc-nguyen-ban-nha-san-xuat-aidxc23057616,Lexus,LX 570 Super Sport
Hyundai Elantra 2.0 AT Cao cấp,2019,495000000.0,Lắp ráp trong nước,Sedan,66600,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-elantra-hung-yen/new-hang-hiem-tren-thi-truong-xe-qua-chat-luon-cac-bac-nhe-aidxc23062547,Hyundai,Elantra 2.0 AT Cao cấp
Ford Ranger Wildtrak 4x4 AT,2021,720000000.0,Nhập khẩu,Pickup,56000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-quang-ninh/salon-xin-duoc-chao-ban-chiec-xe-aidxc23056310,Ford,Ranger Wildtrak 4x4 AT
Mitsubishi Triton GLS,2009,220000000.0,Nhập khẩu,Pickup,188000,Xăng,Số tay,https://oto.com.vn//mua-ban-xe-mitsubishi-triton-ha-noi/ban-2-cau-xe-con-qua-chat-ngon-bo-re-aidxc23052317,Mitsubishi,Other
Honda Civic 1.5 G,2019,529000000.0,Lắp ráp trong nước,Sedan,73000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-civic-ha-noi/salon-xin-duoc-chao-ban-chiec-xe-aidxc23049693,Other,Other
Mazda 3 Sedan 1.5L Luxury,2022,595000000.0,Lắp ráp trong nước,Sedan,1500,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/salon-xin-duoc-chao-ban-chiec-xe-aidxc23045351,Mazda,3 Sedan 1.5L Luxury
Ford Everest Titanium 2.0 AT 4x2,2022,1195000000.0,Nhập khẩu,SUV,36000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/salon-xin-duoc-chao-ban-chiec-xe-aidxc23045028,Ford,Everest Titanium 2.0 AT 4x2
Peugeot 2008 GT Line,2022,685000000.0,Lắp ráp trong nước,SUV,15000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-peugeot-2008-ha-noi/salon-xin-duoc-chao-ban-chiec-xe-aidxc23030823,Other,2008 GT Line
Mazda 3 Sedan 1.5L Luxury,2021,565000000.0,Lắp ráp trong nước,Sedan,55000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-ha-noi/salon-xin-duoc-chao-ban-aidxc23021007,Mazda,3 Sedan 1.5L Luxury
Chevrolet Colorado LTZ 2.8 AT 4x4,2018,369000000.0,Lắp ráp trong nước,Pickup,88300,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-chevrolet-colorado-ha-noi/salon-xin-duoc-chao-ban-chiec-xe-aidxc22995112,Other,Other
Toyota Fortuner 2.7 V 4X2 AT,2016,515000000.0,Lắp ráp trong nước,SUV,92000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-fortuner-nghe-an/salon-xin-duoc-chao-ban-chiec-xe-aidxc22986091,Toyota,Other
Porsche Cayenne Coupe,2021,4900000000.0,Nhập khẩu,SUV,48000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-ha-noi/full-bill-do-chay-it-aidxc23061149,Other,Cayenne Coupe
Mercedes-Benz GLC 200 4Matic,2021,1620000000.0,Lắp ráp trong nước,SUV,8000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-200-ha-noi/ho-tro-bank-70-aidxc23055072,Mercedes-Benz,GLC 200 4Matic
BMW 730Li,2022,3370000000.0,Nhập khẩu,SUV,17000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-730li-hcm/xe-dep-nhu-moi-aidxc23061046,Other,Other
Mercedes-Benz GLC 200 4Matic,2021,1620000000.0,Lắp ráp trong nước,SUV,8000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-200-hai-phong/ho-tro-tron-doi-tu-bao-duong-den-cuu-ho-aidxc23055333,Mercedes-Benz,GLC 200 4Matic
Mercedes-Benz GLC 200 4Matic,2021,1620000000.0,Lắp ráp trong nước,SUV,8000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-200-hcm/ho-tro-tron-doi-tu-bao-duong-den-cuu-ho-aidxc23055281,Mercedes-Benz,GLC 200 4Matic
Mercedes-Benz S450,2023,7500000000.0,Nhập khẩu,Sedan,18000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-s450-ha-noi/mau-den-noi-that-nau-aidxc23052981,Mercedes-Benz,S450
Mercedes-Benz Maybach GLS 450,2017,3550000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-maybach-gls-450-ha-noi/may-moc-nguyen-ban-nha-san-xuat-aidxc22998181,Mercedes-Benz,Other
Mercedes-Benz S450,2021,4500000000.0,Lắp ráp trong nước,Sedan,48000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-s450-ha-noi/gia-4-ty-500tr-co-thuong-luong-them-aidxc23016505,Mercedes-Benz,S450
Mercedes-Benz GLC 250 4Matic,2017,939000000.0,Lắp ráp trong nước,SUV,90000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-250-ha-noi/glc250-san-xuat-2017-cuc-moi-aidxc23063509,Mercedes-Benz,GLC 250 4Matic
Mercedes-Benz Maybach S450 4Matic,2022,7500000000.0,Lắp ráp trong nước,Sedan,5000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-maybach-s450-ha-noi/2023-aidxc23062859,Mercedes-Benz,Maybach S450 4Matic
Lexus RX 350 Premium,2023,3639000000.0,Nhập khẩu,SUV,18000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-350-ha-noi/rx350-premium-2023-sieu-luot-aidxc23062763,Lexus,RX 350 Premium
BMW 520i Luxury Line,2018,1190000000.0,Nhập khẩu,Sedan,73000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-520i-ha-noi/luxury-2019-aidxc23062007,Other,Other
Hyundai Accent,2014,295000000.0,Lắp ráp trong nước,SUV,91000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-binh-duong/gia-thuong-luong-co-bot-loc-aidxc23061057,Hyundai,Accent
Hyundai Santa Fe 2.2L Dầu Cao cấp,2021,1050000000.0,Lắp ráp trong nước,SUV,39000,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-santa-fe-hung-yen/santafe-22l-dau-full-2021-aidxc23062557,Hyundai,Santa Fe 2.2L Dầu Cao cấp
Ford Ranger Wildtrak 4x4 AT,2021,725000000.0,Nhập khẩu,Pickup,51233,Dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-ha-noi/wildttrak-2-cau-bi-tubor-aidxc23055604,Ford,Ranger Wildtrak 4x4 AT
Toyota Innova 2.0G,2018,555000000.0,Lắp ráp trong nước,SUV,91222,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-innova-ha-noi/g-2018-aidxc23047487,Toyota,Innova 2.0G
Kia Morning Van 1.0 AT,2014,190000000.0,Lắp ráp trong nước,SUV,80000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-morning-ha-noi/xe-di-che-nang-mua-phu-hop-voi-chi-em-dan-van-phong-aidxc23045684,Kia,Morning Van 1.0 AT
Ford Ranger XLT 2.0L 4x4 AT Limited,2021,635000000.0,Nhập khẩu,SUV,66000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-ha-noi/thu-tuc-da-rut-coc-tien-nhan-xe-luon-trong-ngay-aidxc23048333,Ford,Other
Kia Cerato,2019,495000000.0,Lắp ráp trong nước,SUV,30000,Xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-cerato-ha-noi/xe-con-han-dang-kiem-gia-tot-nhat-canh-tranh-toan-quoc-aidxc23045694,Kia,Cerato
